donor_id,country_code,zone_id,center_distance_km,travel_time_min,transport_capacity_slots,transfer_cost_usd,route_feasibility_flag,cold_chain_quality_score,area_deprivation_index,area_education_index,area_language_mix
85449,DE,DE-Z011,5.81,25,13,12.65,1,0.96,9,0.323,0.341
85450,JP,JP-Z022,4.31,15,42,10.39,1,0.962,7,0.46,0.466
85451,CN,CN-Z089,14.58,60,22,12.45,1,0.991,10,0.171,0.056
85452,DE,DE-Z004,4.47,12,28,10.78,1,0.959,7,0.404,0.178
85453,IN,IN-Z098,6.63,32,8,8.48,1,0.997,2,0.919,0.247
85454,IN,IN-Z082,1.21,4,25,8.86,1,0.991,5,0.554,0.348
85455,US,US-Z015,4.13,20,16,11.89,1,0.959,3,0.77,0.111
85456,IN,IN-Z043,5.74,20,6,9.82,1,0.971,3,0.66,0.114
85457,UG,UG-Z041,6.83,14,47,10.43,1,0.962,3,0.708,0.185
85458,BR,BR-Z098,18.47,60,22,14.45,1,0.903,4,0.66,0.21
85459,US,US-Z022,9.78,28,32,13.28,1,0.923,5,0.626,0.028
85460,TR,TR-Z068,6.65,17,13,12.09,1,0.942,8,0.347,0.127
85461,CN,CN-Z043,5.11,13,26,12.2,1,0.962,5,0.545,0.088
85462,US,US-Z050,9.12,31,39,9.94,1,0.912,9,0.226,0.118
85463,CN,CN-Z073,7.26,31,47,11.52,1,0.969,8,0.366,0.137
85464,DE,DE-Z048,3.52,14,29,6.84,1,0.991,2,0.867,0.179
85465,DE,DE-Z054,8.71,25,10,11.6,1,0.968,8,0.343,0.414
85466,BR,BR-Z007,5.09,22,5,12.46,1,0.978,5,0.651,0.286
85467,JP,JP-Z060,16.28,74,15,18.0,1,0.838,9,0.249,0.12
85468,JP,JP-Z023,6.24,18,10,8.19,1,0.978,5,0.594,0.329
85469,TR,TR-Z041,6.05,30,21,9.53,0,0.999,9,0.298,0.589
85470,US,US-Z061,19.27,74,31,16.81,1,0.917,4,0.652,0.626
85471,IN,IN-Z011,12.46,47,26,14.93,1,0.993,3,0.753,0.385
85472,IN,IN-Z066,11.77,51,20,11.63,1,0.896,5,0.678,0.467
85473,US,US-Z042,4.73,21,37,10.47,0,0.974,7,0.331,0.19
85474,BR,BR-Z015,2.3,9,30,9.95,1,0.996,1,0.921,0.26
85475,CN,CN-Z098,2.72,12,44,7.25,1,0.974,3,0.725,0.366
85476,IN,IN-Z077,9.81,22,44,11.68,1,0.922,4,0.639,0.373
85477,JP,JP-Z019,25.46,96,35,20.57,1,0.916,8,0.338,0.082
85478,IN,IN-Z079,3.76,16,11,11.75,1,0.987,1,0.907,0.462
85479,TR,TR-Z046,45.41,140,31,32.42,1,0.753,1,0.929,0.21
85480,UG,UG-Z097,8.48,32,18,11.74,1,0.992,1,0.937,0.217
85481,BR,BR-Z017,13.93,37,29,14.28,1,0.939,1,0.822,0.167
85482,CN,CN-Z066,2.33,9,47,6.67,0,0.985,10,0.179,0.268
85483,BR,BR-Z006,18.82,89,12,18.45,1,0.923,6,0.622,0.173
85484,BR,BR-Z074,10.53,27,10,13.25,1,0.986,10,0.162,0.356
85485,MX,MX-Z022,13.56,30,24,16.08,1,0.87,8,0.394,0.144
85486,TR,TR-Z019,0.97,3,34,6.29,1,0.992,8,0.342,0.537
85487,TR,TR-Z041,14.96,51,6,17.18,1,0.894,5,0.575,0.387
85488,IN,IN-Z031,15.26,39,36,16.67,1,0.912,3,0.738,0.401
85489,US,US-Z004,3.66,11,18,11.56,1,0.967,3,0.816,0.046
85490,DE,DE-Z062,4.66,22,11,12.25,1,0.958,8,0.294,0.252
85491,UG,UG-Z014,6.62,19,7,10.07,1,0.958,4,0.757,0.406
85492,MX,MX-Z053,12.03,55,41,11.95,1,0.918,8,0.302,0.136
85493,US,US-Z096,16.27,80,45,13.93,1,0.913,4,0.617,0.133
85494,DE,DE-Z089,3.98,16,32,11.35,1,0.993,10,0.144,0.391
85495,US,US-Z038,21.94,48,13,17.75,1,0.862,9,0.239,0.281
85496,US,US-Z060,9.37,23,10,9.74,1,0.947,2,0.82,0.22
85497,BR,BR-Z005,9.17,23,42,12.01,1,0.923,1,0.935,0.331
85498,TR,TR-Z009,19.34,80,8,19.52,1,0.887,4,0.701,0.512
85499,TR,TR-Z004,14.73,73,47,16.38,1,0.99,4,0.694,0.458
85500,IN,IN-Z077,6.28,13,28,10.34,1,0.973,10,0.196,0.306
85501,DE,DE-Z054,3.55,17,19,11.01,1,0.986,4,0.619,0.073
85502,JP,JP-Z057,4.35,20,6,10.99,1,0.978,3,0.782,0.122
85503,MX,MX-Z008,2.7,7,20,10.26,1,0.993,9,0.253,0.546
85504,TR,TR-Z090,7.31,26,39,9.78,1,0.947,4,0.577,0.194
85505,JP,JP-Z014,9.11,19,12,10.74,1,0.911,7,0.386,0.486
85506,JP,JP-Z028,5.8,17,37,8.32,1,0.963,3,0.774,0.08
85507,MX,MX-Z092,2.77,13,10,10.71,1,0.99,8,0.251,0.243
85508,UG,UG-Z081,7.12,26,9,10.28,1,0.938,2,0.726,0.501
85509,UG,UG-Z047,0.82,4,35,7.38,1,0.997,9,0.253,0.317
85510,IN,IN-Z087,17.47,48,20,17.95,1,0.965,1,0.918,0.557
85511,BR,BR-Z096,8.78,18,36,10.23,1,0.991,9,0.19,0.258
85512,BR,BR-Z053,11.01,51,26,11.19,1,0.962,10,0.15,0.447
85513,BR,BR-Z078,4.41,15,47,12.16,1,0.975,5,0.575,0.396
85514,IN,IN-Z074,3.88,9,6,9.53,1,0.973,9,0.197,0.265
85515,TR,TR-Z099,1.01,3,46,7.95,1,1.0,5,0.587,0.345
85516,UG,UG-Z067,6.97,14,43,10.78,1,0.931,5,0.57,0.486
85517,MX,MX-Z066,8.39,38,37,13.01,1,0.967,5,0.667,0.36
85518,IN,IN-Z082,0.84,4,24,9.4,1,0.999,7,0.414,0.328
85519,JP,JP-Z005,2.5,10,43,11.16,1,0.98,4,0.693,0.323
85520,UG,UG-Z095,3.18,10,27,7.69,1,0.998,3,0.787,0.379
85521,IN,IN-Z009,6.58,20,9,10.52,1,0.964,8,0.407,0.285
85522,US,US-Z069,25.31,61,26,18.97,1,0.929,8,0.282,0.649
85523,IN,IN-Z016,12.85,57,39,13.49,1,0.968,6,0.507,0.259
85524,CN,CN-Z024,17.89,39,34,14.86,1,0.972,2,0.802,0.417
85525,IN,IN-Z075,6.82,17,26,12.37,1,0.997,4,0.672,0.236
85526,JP,JP-Z058,13.83,46,26,15.13,1,0.952,9,0.228,0.304
85527,CN,CN-Z016,4.23,15,11,11.32,1,0.967,7,0.41,0.297
85528,JP,JP-Z032,7.47,25,8,12.66,1,0.998,10,0.163,0.373
85529,IN,IN-Z053,29.94,132,38,20.85,1,0.941,7,0.354,0.216
85530,BR,BR-Z034,10.22,29,7,15.03,1,0.92,5,0.623,0.111
85531,UG,UG-Z005,2.47,8,24,9.51,1,0.997,9,0.145,0.467
85532,US,US-Z055,3.51,9,20,7.25,1,0.986,4,0.637,0.141
85533,BR,BR-Z047,2.03,5,20,8.87,1,0.996,6,0.449,0.044
85534,TR,TR-Z022,22.96,78,17,16.88,1,0.883,9,0.257,0.094
85535,BR,BR-Z077,8.2,29,15,12.16,1,0.95,8,0.312,0.219
85536,UG,UG-Z087,14.12,68,24,15.24,1,0.888,4,0.665,0.386
85537,TR,TR-Z081,4.08,11,48,11.91,1,0.961,5,0.555,0.309
85538,UG,UG-Z035,11.33,39,24,15.09,1,0.988,10,0.115,0.245
85539,CN,CN-Z050,7.85,26,9,9.55,0,0.94,1,0.91,0.609
85540,CN,CN-Z047,26.24,94,49,21.11,1,0.882,7,0.426,0.251
85541,CN,CN-Z087,28.67,113,8,21.02,1,0.836,9,0.33,0.33
85542,JP,JP-Z011,8.77,37,18,12.06,1,0.985,6,0.52,0.541
85543,CN,CN-Z092,5.54,23,43,9.32,1,0.993,10,0.183,0.103
85544,JP,JP-Z018,6.66,13,29,10.62,1,0.957,8,0.319,0.071
85545,DE,DE-Z019,2.34,6,19,10.35,1,0.997,6,0.548,0.451
85546,UG,UG-Z058,5.5,15,48,11.69,1,0.962,2,0.797,0.235
85547,TR,TR-Z081,2.07,6,32,10.72,1,0.997,6,0.488,0.291
85548,CN,CN-Z022,15.23,34,36,15.21,1,0.958,9,0.242,0.213
85549,US,US-Z007,4.07,20,45,11.73,1,0.977,7,0.461,0.059
85550,TR,TR-Z080,12.35,53,48,12.89,1,0.908,5,0.549,0.516
85551,US,US-Z027,12.73,44,18,13.35,1,0.954,3,0.784,0.157
85552,UG,UG-Z002,3.31,11,33,8.23,1,0.981,1,0.916,0.371
85553,BR,BR-Z020,24.91,104,11,20.67,1,0.837,1,0.943,0.172
85554,UG,UG-Z092,5.46,14,15,9.82,1,0.951,5,0.539,0.272
85555,MX,MX-Z077,9.12,32,39,11.25,1,0.913,4,0.682,0.494
85556,IN,IN-Z021,11.74,42,44,14.25,1,0.893,7,0.436,0.47
85557,DE,DE-Z042,10.91,34,44,14.89,1,0.961,5,0.641,0.249
85558,TR,TR-Z031,16.65,77,29,15.82,1,0.889,7,0.464,0.424
85559,MX,MX-Z063,14.92,53,37,15.92,1,0.909,6,0.499,0.715
85560,CN,CN-Z004,7.25,16,19,12.35,1,0.944,3,0.627,0.366
85561,IN,IN-Z094,7.56,27,37,10.57,1,0.987,10,0.144,0.555
85562,US,US-Z009,6.94,18,17,10.31,1,0.946,1,0.836,0.507
85563,JP,JP-Z036,61.01,170,19,40.41,1,0.63,9,0.291,0.133
85564,UG,UG-Z089,5.02,18,19,9.86,1,0.963,9,0.21,0.446
85565,JP,JP-Z090,6.89,34,7,8.99,1,0.947,9,0.253,0.211
85566,TR,TR-Z013,15.67,40,37,17.62,1,0.93,4,0.64,0.473
85567,JP,JP-Z056,3.83,12,21,10.81,1,0.977,3,0.779,0.113
85568,DE,DE-Z005,3.86,11,41,9.36,1,0.987,2,0.873,0.108
85569,MX,MX-Z015,7.7,15,37,9.1,1,0.94,1,0.939,0.326
85570,MX,MX-Z062,2.13,6,5,8.32,1,0.982,7,0.441,0.411
85571,US,US-Z003,2.51,10,26,10.62,1,0.989,7,0.458,0.039
85572,UG,UG-Z052,6.98,14,44,11.03,1,0.981,10,0.155,0.227
85573,JP,JP-Z024,3.17,14,48,9.64,1,0.997,3,0.687,0.302
85574,MX,MX-Z020,25.63,55,35,18.99,1,0.808,7,0.424,0.162
85575,CN,CN-Z010,5.52,14,11,8.47,1,0.974,10,0.028,0.272
85576,TR,TR-Z064,5.87,16,27,10.26,1,0.967,10,0.126,0.071
85577,JP,JP-Z027,3.14,8,22,11.03,1,0.973,5,0.576,0.051
85578,UG,UG-Z049,1.88,7,40,6.4,1,0.995,6,0.557,0.362
85579,CN,CN-Z052,2.11,9,46,7.32,1,0.98,7,0.397,0.2
85580,MX,MX-Z018,3.86,17,30,9.53,1,0.979,8,0.313,0.156
85581,MX,MX-Z049,4.16,11,34,8.36,1,0.975,8,0.406,0.504
85582,MX,MX-Z060,6.85,20,29,10.85,1,0.933,7,0.47,0.225
85583,US,US-Z054,12.26,60,28,14.82,1,0.986,4,0.666,0.285
85584,MX,MX-Z059,10.45,44,24,10.73,0,0.972,4,0.67,0.117
85585,CN,CN-Z070,4.89,21,6,11.69,1,0.99,6,0.461,0.344
85586,CN,CN-Z084,8.39,19,16,12.05,1,0.962,2,0.811,0.198
85587,IN,IN-Z070,8.99,43,7,13.91,1,0.985,8,0.387,0.302
85588,TR,TR-Z003,13.56,49,5,14.61,1,0.973,1,0.908,0.456
85589,JP,JP-Z036,6.03,22,33,11.13,1,0.96,3,0.716,0.277
85590,UG,UG-Z016,6.38,19,49,8.33,1,0.942,5,0.556,0.315
85591,IN,IN-Z019,1.89,7,21,7.98,1,0.985,8,0.285,0.158
85592,BR,BR-Z061,8.4,23,8,9.96,1,0.963,2,0.824,0.595
85593,US,US-Z083,5.01,22,28,10.83,1,0.978,6,0.525,0.12
85594,TR,TR-Z017,13.28,55,19,13.98,1,0.9,2,0.844,0.104
85595,TR,TR-Z082,9.36,21,49,11.5,1,0.988,10,0.192,0.275
85596,IN,IN-Z089,3.53,14,23,7.43,1,0.999,10,0.031,0.26
85597,MX,MX-Z036,5.63,13,21,9.28,1,0.946,7,0.395,0.31
85598,UG,UG-Z088,54.25,243,18,33.22,1,0.996,6,0.516,0.334
85599,US,US-Z048,1.51,6,29,8.62,1,0.996,4,0.549,0.092
85600,UG,UG-Z027,5.91,20,42,10.52,1,0.959,6,0.615,0.167
85601,DE,DE-Z049,3.53,12,9,10.31,1,0.985,1,0.89,0.461
85602,CN,CN-Z094,26.98,107,14,19.01,1,0.87,1,0.95,0.403
85603,MX,MX-Z074,8.36,19,30,11.65,1,0.959,4,0.662,0.11
85604,US,US-Z095,35.84,124,40,27.06,1,0.946,1,0.873,0.192
85605,DE,DE-Z097,3.48,13,48,7.64,1,0.992,10,0.154,0.113
85606,JP,JP-Z057,2.57,10,41,10.74,1,0.991,2,0.81,0.381
85607,DE,DE-Z026,16.83,76,28,16.55,1,0.967,1,0.897,0.235
85608,UG,UG-Z092,6.93,32,33,12.29,1,0.949,3,0.747,0.277
85609,IN,IN-Z097,6.28,24,33,12.47,1,0.945,3,0.75,0.037
85610,DE,DE-Z080,7.11,35,6,8.69,1,0.952,6,0.393,0.543
85611,TR,TR-Z097,2.78,13,16,10.81,1,0.973,2,0.8,0.226
85612,TR,TR-Z080,6.07,28,39,9.36,0,0.97,5,0.595,0.55
85613,TR,TR-Z006,15.19,49,48,17.26,1,0.866,2,0.749,0.143
85614,DE,DE-Z051,2.95,7,45,9.44,1,0.985,8,0.337,0.331
85615,DE,DE-Z065,10.79,25,47,11.28,1,0.974,6,0.496,0.389
85616,UG,UG-Z037,6.9,19,18,8.78,1,0.996,5,0.582,0.384
85617,JP,JP-Z096,2.4,9,22,7.76,1,0.999,9,0.234,0.132
85618,BR,BR-Z042,2.66,8,6,10.02,0,0.981,6,0.479,0.137
85619,IN,IN-Z035,13.53,30,26,12.45,1,0.89,8,0.325,0.115
85620,CN,CN-Z097,7.35,33,6,9.75,1,0.985,1,0.916,0.204
85621,JP,JP-Z031,10.53,26,45,14.96,1,0.976,10,0.128,0.344
85622,TR,TR-Z032,7.54,21,32,8.79,1,0.98,2,0.768,0.41
85623,BR,BR-Z032,1.71,4,11,5.89,1,0.994,3,0.713,0.467
85624,MX,MX-Z038,8.25,33,49,12.7,1,0.987,10,0.195,0.106
85625,BR,BR-Z083,4.35,20,36,9.08,1,1.0,2,0.824,0.077
85626,US,US-Z064,8.5,18,12,9.57,1,0.925,1,0.931,0.034
85627,DE,DE-Z077,5.82,11,35,8.99,1,0.95,8,0.331,0.266
85628,IN,IN-Z050,15.4,54,33,12.82,1,0.875,5,0.573,0.164
85629,UG,UG-Z021,8.74,31,46,9.56,1,0.967,3,0.853,0.362
85630,TR,TR-Z036,9.2,27,46,12.99,1,0.961,4,0.651,0.416
85631,MX,MX-Z001,2.22,7,22,6.81,1,0.986,1,0.899,0.674
85632,DE,DE-Z020,13.03,41,22,15.35,1,0.992,4,0.596,0.193
85633,US,US-Z043,15.48,35,17,16.96,1,0.906,10,0.124,0.225
85634,UG,UG-Z022,12.44,53,30,13.4,1,0.889,8,0.268,0.284
85635,BR,BR-Z001,47.59,104,12,31.91,1,0.904,8,0.315,0.11
85636,MX,MX-Z025,7.31,19,40,11.51,1,0.986,8,0.372,0.2
85637,UG,UG-Z019,4.11,10,37,11.84,1,0.962,8,0.363,0.361
85638,MX,MX-Z060,3.28,9,45,11.56,1,0.983,2,0.738,0.184
85639,US,US-Z010,7.58,33,26,9.73,1,0.959,10,0.212,0.195
85640,UG,UG-Z048,6.28,25,17,9.44,1,0.975,3,0.789,0.138
85641,TR,TR-Z045,3.26,10,45,10.33,1,0.997,8,0.352,0.362
85642,TR,TR-Z007,6.07,27,12,8.22,1,0.945,4,0.655,0.059
85643,DE,DE-Z018,8.7,29,23,13.46,1,0.92,6,0.498,0.18
85644,MX,MX-Z059,9.23,22,43,12.02,1,0.952,7,0.365,0.739
85645,UG,UG-Z078,7.94,17,30,10.13,1,0.993,3,0.749,0.224
85646,JP,JP-Z074,3.11,9,31,7.32,1,0.98,6,0.474,0.227
85647,JP,JP-Z050,3.24,15,15,10.13,1,0.994,1,0.931,0.306
85648,IN,IN-Z018,1.62,5,15,7.24,1,0.988,8,0.28,0.35
85649,IN,IN-Z094,18.84,54,28,17.62,1,0.89,6,0.494,0.32
85650,JP,JP-Z008,7.86,25,26,12.91,1,0.94,5,0.603,0.013
85651,DE,DE-Z037,6.49,17,8,11.55,1,0.976,9,0.263,0.177
85652,DE,DE-Z053,2.69,6,32,8.66,1,0.978,3,0.69,0.107
85653,UG,UG-Z035,26.7,92,36,20.86,1,0.827,1,0.985,0.387
85654,DE,DE-Z016,16.51,79,29,17.57,1,0.895,5,0.519,0.245
85655,IN,IN-Z049,13.85,33,36,13.19,1,0.958,4,0.641,0.076
85656,JP,JP-Z062,10.68,34,24,15.29,1,0.899,6,0.474,0.316
85657,TR,TR-Z003,15.35,62,28,17.29,1,0.862,6,0.601,0.071
85658,CN,CN-Z031,5.09,11,19,11.03,1,0.98,1,0.931,0.708
85659,US,US-Z023,8.53,35,10,11.46,1,0.967,3,0.791,0.125
85660,CN,CN-Z048,3.98,10,37,9.89,1,0.983,7,0.367,0.074
85661,MX,MX-Z022,6.92,20,17,9.55,1,0.934,7,0.411,0.475
85662,TR,TR-Z097,5.64,23,41,9.78,1,0.954,4,0.632,0.065
85663,IN,IN-Z038,1.71,7,15,6.86,1,0.985,5,0.522,0.221
85664,JP,JP-Z029,17.99,55,40,14.26,1,0.902,6,0.592,0.465
85665,MX,MX-Z073,5.78,12,34,11.36,1,0.96,9,0.143,0.54
85666,JP,JP-Z069,3.2,10,18,9.74,1,0.991,5,0.562,0.522
85667,DE,DE-Z020,7.96,17,12,11.93,1,0.954,5,0.556,0.12
85668,IN,IN-Z060,2.46,7,27,7.61,1,1.0,2,0.883,0.095
85669,DE,DE-Z018,5.79,24,46,9.4,1,0.947,1,0.969,0.139
85670,US,US-Z092,5.49,13,43,11.5,1,0.95,5,0.571,0.227
85671,BR,BR-Z072,4.19,12,37,10.04,1,0.98,2,0.851,0.234
85672,BR,BR-Z033,1.86,6,25,6.73,1,0.989,2,0.845,0.347
85673,MX,MX-Z062,20.71,96,41,18.27,1,0.812,7,0.369,0.248
85674,UG,UG-Z022,7.69,31,26,13.0,1,0.997,8,0.338,0.529
85675,CN,CN-Z020,22.99,114,36,18.22,1,0.881,9,0.267,0.042
85676,US,US-Z097,11.44,56,35,12.01,1,0.908,3,0.702,0.059
85677,BR,BR-Z058,7.05,33,5,10.77,0,0.987,2,0.826,0.391
85678,UG,UG-Z036,1.9,4,39,6.74,1,0.986,10,0.179,0.181
85679,JP,JP-Z009,31.81,156,44,22.54,1,0.885,9,0.222,0.104
85680,MX,MX-Z021,4.71,18,38,8.04,1,0.998,2,0.886,0.213
85681,JP,JP-Z096,6.5,18,16,9.8,1,0.972,5,0.637,0.355
85682,CN,CN-Z028,17.89,46,15,15.21,1,0.907,5,0.583,0.218
85683,TR,TR-Z015,2.69,8,49,9.1,1,0.982,5,0.535,0.18
85684,DE,DE-Z091,6.66,20,6,8.99,0,0.986,5,0.641,0.26
85685,DE,DE-Z080,9.61,38,37,13.91,1,0.976,6,0.555,0.526
85686,MX,MX-Z044,0.39,1,20,9.21,1,0.999,9,0.12,0.325
85687,BR,BR-Z031,5.17,17,42,10.46,1,0.969,9,0.321,0.597
85688,CN,CN-Z033,0.47,1,35,5.93,1,0.996,3,0.797,0.261
85689,MX,MX-Z028,7.3,30,34,10.58,1,0.954,3,0.709,0.023
85690,DE,DE-Z023,4.48,17,15,10.82,1,0.983,8,0.325,0.167
85691,CN,CN-Z056,9.0,31,36,10.68,1,0.947,2,0.842,0.247
85692,BR,BR-Z040,4.78,12,15,9.69,1,0.99,3,0.766,0.457
85693,BR,BR-Z022,10.41,50,10,12.15,0,0.909,1,0.866,0.596
85694,UG,UG-Z075,2.39,9,24,10.36,1,0.983,2,0.843,0.183
85695,BR,BR-Z087,2.47,9,25,11.0,1,0.983,10,0.237,0.63
85696,JP,JP-Z058,9.82,21,44,10.83,1,0.979,4,0.636,0.233
85697,IN,IN-Z064,9.08,32,29,10.73,1,0.98,10,0.152,0.11
85698,JP,JP-Z023,6.2,29,43,10.0,1,0.947,10,0.159,0.1
85699,US,US-Z084,3.86,8,11,9.97,1,0.972,9,0.275,0.154
85700,CN,CN-Z001,10.8,38,29,12.86,1,0.992,2,0.835,0.264
85701,BR,BR-Z079,3.21,6,35,7.77,1,0.98,10,0.123,0.073
85702,TR,TR-Z082,2.94,10,24,7.79,1,0.99,2,0.88,0.096
85703,MX,MX-Z088,1.69,3,7,8.34,1,0.991,5,0.493,0.159
85704,TR,TR-Z029,9.12,28,38,13.0,1,0.951,6,0.472,0.319
85705,BR,BR-Z047,1.61,6,38,6.93,1,0.987,1,0.887,0.116
85706,CN,CN-Z087,6.82,23,5,9.3,1,0.982,10,0.121,0.102
85707,US,US-Z044,4.5,9,49,8.22,1,0.964,2,0.839,0.142
85708,MX,MX-Z054,1.68,7,47,6.2,1,0.983,6,0.551,0.162
85709,MX,MX-Z032,1.73,4,29,6.42,1,0.993,7,0.344,0.169
85710,MX,MX-Z059,6.99,25,49,11.86,1,0.959,3,0.882,0.317
85711,CN,CN-Z030,3.26,8,47,10.56,1,0.995,9,0.279,0.083
85712,MX,MX-Z071,2.54,11,13,9.67,1,0.987,7,0.426,0.033
85713,US,US-Z089,1.26,4,13,5.73,1,0.989,2,0.775,0.181
85714,TR,TR-Z029,7.35,23,29,10.28,1,0.973,5,0.58,0.126
85715,US,US-Z089,8.88,17,37,10.44,1,0.963,2,0.774,0.252
85716,TR,TR-Z083,3.12,13,21,11.19,1,0.982,2,0.861,0.623
85717,IN,IN-Z044,15.55,44,13,13.6,1,0.962,9,0.251,0.373
85718,IN,IN-Z085,3.76,13,36,11.69,1,0.963,9,0.314,0.348
85719,DE,DE-Z088,4.88,14,24,9.08,1,0.985,4,0.663,0.232
85720,UG,UG-Z038,4.63,16,41,9.8,1,0.988,1,0.938,0.388
85721,CN,CN-Z033,14.11,36,21,13.95,1,0.862,8,0.465,0.233
85722,US,US-Z090,4.31,17,49,11.73,1,0.989,8,0.357,0.435
85723,US,US-Z040,6.78,30,49,11.83,1,0.985,9,0.243,0.265
85724,UG,UG-Z013,14.22,40,43,15.81,1,0.943,7,0.411,0.476
85725,CN,CN-Z002,21.75,97,5,17.57,1,0.8,2,0.818,0.284
85726,CN,CN-Z043,7.75,31,41,10.88,1,0.969,1,0.861,0.386
85727,UG,UG-Z065,14.0,30,39,14.06,0,0.913,1,0.871,0.41
85728,IN,IN-Z034,3.52,17,30,11.48,1,0.986,4,0.661,0.141
85729,IN,IN-Z058,3.28,10,46,7.56,1,0.979,9,0.224,0.224
85730,MX,MX-Z020,8.01,21,40,12.45,1,0.999,5,0.623,0.857
85731,DE,DE-Z001,7.37,33,47,13.02,1,1.0,7,0.462,0.177
85732,TR,TR-Z041,4.86,14,32,11.69,1,0.977,4,0.791,0.414
85733,TR,TR-Z026,3.76,14,28,7.26,1,0.996,9,0.252,0.137
85734,CN,CN-Z062,3.87,14,20,10.4,0,0.984,7,0.368,0.348
85735,TR,TR-Z084,1.67,7,15,7.81,1,0.987,6,0.404,0.114
85736,BR,BR-Z082,20.3,62,21,16.5,0,0.996,2,0.806,0.241
85737,US,US-Z040,7.98,29,7,11.92,1,0.987,3,0.68,0.476
85738,MX,MX-Z094,7.8,18,13,13.78,1,0.98,6,0.484,0.238
85739,UG,UG-Z092,9.19,29,49,12.6,1,0.939,7,0.408,0.538
85740,JP,JP-Z018,7.2,19,24,13.16,0,0.963,10,0.205,0.189
85741,US,US-Z029,5.02,15,19,12.4,1,0.962,9,0.307,0.104
85742,IN,IN-Z098,18.54,73,34,14.55,1,0.985,9,0.409,0.34
85743,TR,TR-Z042,10.16,24,38,14.13,1,0.966,5,0.587,0.15
85744,US,US-Z026,2.56,12,40,7.88,1,0.983,7,0.431,0.098
85745,CN,CN-Z091,4.55,18,29,11.02,1,0.957,5,0.538,0.082
85746,IN,IN-Z095,11.36,52,23,12.34,1,0.979,5,0.567,0.535
85747,CN,CN-Z093,2.86,9,20,9.41,1,0.973,7,0.406,0.404
85748,UG,UG-Z013,6.43,22,45,12.98,1,0.992,5,0.646,0.204
85749,UG,UG-Z059,6.87,26,41,9.78,0,0.992,7,0.443,0.184
85750,BR,BR-Z049,2.3,7,24,10.71,1,0.983,8,0.323,0.239
85751,BR,BR-Z033,1.53,6,16,6.27,1,0.985,9,0.313,0.408
85752,MX,MX-Z007,12.88,44,21,16.24,1,0.984,1,0.918,0.128
85753,CN,CN-Z026,4.4,10,22,10.75,1,0.998,3,0.686,0.246
85754,TR,TR-Z097,14.44,46,18,14.16,1,0.905,2,0.786,0.226
85755,DE,DE-Z050,2.74,11,15,10.21,1,1.0,2,0.742,0.139
85756,BR,BR-Z019,2.18,8,41,10.12,1,0.989,1,0.886,0.323
85757,BR,BR-Z066,3.76,14,15,9.5,1,0.97,4,0.685,0.042
85758,MX,MX-Z048,5.57,22,33,9.66,1,0.954,6,0.548,0.054
85759,IN,IN-Z099,5.07,10,47,7.79,1,0.966,9,0.28,0.387
85760,DE,DE-Z022,9.44,31,23,13.23,1,0.929,8,0.355,0.319
85761,TR,TR-Z024,2.23,9,15,10.97,1,0.995,2,0.808,0.273
85762,UG,UG-Z033,9.03,31,15,12.64,1,0.936,2,0.858,0.555
85763,TR,TR-Z066,3.08,10,12,8.62,1,0.994,2,0.811,0.362
85764,TR,TR-Z071,48.12,121,26,33.54,1,0.842,8,0.268,0.217
85765,MX,MX-Z030,6.64,17,36,13.3,1,0.995,6,0.574,0.339
85766,DE,DE-Z036,1.71,5,36,6.79,1,0.984,4,0.612,0.614
85767,CN,CN-Z007,22.99,46,28,16.82,1,0.907,6,0.557,0.203
85768,TR,TR-Z073,51.29,105,20,31.71,1,0.98,7,0.499,0.293
85769,MX,MX-Z088,3.62,9,21,10.42,1,0.996,3,0.814,0.357
85770,US,US-Z024,7.83,25,9,9.72,1,0.96,2,0.833,0.466
85771,US,US-Z043,9.26,45,28,13.2,1,0.931,2,0.791,0.068
85772,TR,TR-Z089,4.97,22,18,8.84,1,0.979,7,0.392,0.23
85773,CN,CN-Z043,3.94,19,5,9.18,1,0.984,1,0.947,0.08
85774,IN,IN-Z061,2.65,8,21,6.85,1,0.993,6,0.454,0.176
85775,UG,UG-Z004,13.81,65,39,13.71,1,0.885,7,0.468,0.121
85776,TR,TR-Z056,24.61,58,41,19.75,1,0.908,2,0.832,0.242
85777,BR,BR-Z003,4.87,23,34,9.29,1,0.972,7,0.464,0.661
85778,BR,BR-Z017,5.33,15,21,7.82,1,0.962,9,0.235,0.072
85779,IN,IN-Z077,19.0,93,7,16.29,1,0.94,3,0.762,0.217
85780,MX,MX-Z098,9.98,28,21,10.54,1,0.958,2,0.952,0.402
85781,TR,TR-Z099,3.53,7,39,11.62,1,0.967,3,0.786,0.122
85782,US,US-Z009,16.53,51,19,16.37,1,0.937,3,0.747,0.062
85783,TR,TR-Z056,25.52,106,19,21.17,1,0.835,3,0.795,0.5
85784,IN,IN-Z076,17.17,60,30,14.37,1,0.925,7,0.389,0.475
85785,CN,CN-Z099,10.42,40,34,12.94,1,0.898,3,0.801,0.566
85786,TR,TR-Z055,7.1,34,38,12.0,0,0.969,7,0.4,0.411
85787,JP,JP-Z021,14.35,33,10,17.05,1,0.946,1,0.887,0.367
85788,UG,UG-Z039,12.86,38,43,11.54,1,0.989,3,0.652,0.265
85789,CN,CN-Z098,5.21,23,26,7.68,1,0.969,8,0.288,0.119
